timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773141751705,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751710,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,3,0,0
1773141751713,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751718,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751723,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751729,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751734,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751738,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751742,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751746,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751751,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,5,http://localhost:8076/cache/test:redis,3,0,0
1773141751755,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751751,7,Redis Cache Get,200,,Redis Cache Test 1-3,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,7,0,2
1773141751758,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,7,http://localhost:8076/cache/test:redis,5,0,0
1773141751758,5,Redis Cache Get,200,,Redis Cache Test 1-3,text,true,,174,165,2,7,http://localhost:8076/cache/test:redis,5,0,0
1773141751763,4,Redis Cache Get,200,,Redis Cache Test 1-3,text,true,,174,165,2,7,http://localhost:8076/cache/test:redis,4,0,0
1773141751763,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,7,http://localhost:8076/cache/test:redis,4,0,0
